source,target,year
4 • IRISH MIGRANTS AND THEIR ANTAGONISTS IN MIDNINETEENTH CENTURY NORTH AMERICA,Dan Horner,2017
4 • IRISH MIGRANTS AND THEIR ANTAGONISTS IN MIDNINETEENTH CENTURY NORTH AMERICA,Zachary M. Schrag,2017
4 • IRISH MIGRANTS AND THEIR ANTAGONISTS IN MIDNINETEENTH CENTURY NORTH AMERICA,Hidetaka Hirota,2017
4 • IRISH MIGRANTS AND THEIR ANTAGONISTS IN MIDNINETEENTH CENTURY NORTH AMERICA,Angela F. Murphy,2017
40 • LEARNING TO SEE THE PAST: A ROUNDTABLE,Ann Fabian,2017
40 • LEARNING TO SEE THE PAST: A ROUNDTABLE,Joshua Brown,2017
40 • LEARNING TO SEE THE PAST: A ROUNDTABLE,Christopher Clark,2017
40 • LEARNING TO SEE THE PAST: A ROUNDTABLE,Katherine Grier,2017
40 • LEARNING TO SEE THE PAST: A ROUNDTABLE,Nan Wolverton,2017
40 • LEARNING TO SEE THE PAST: A ROUNDTABLE,Alan Taylor,2017
41 • BEYOND THE AMERICAN COLONIZATION SOCIETY: THE,Gale Kenny,2017
41 • BEYOND THE AMERICAN COLONIZATION SOCIETY: THE,Samantha Seeley,2017
41 • BEYOND THE AMERICAN COLONIZATION SOCIETY: THE,Eric Herschthal,2017
41 • BEYOND THE AMERICAN COLONIZATION SOCIETY: THE,Lewis Woodson,2017
41 • BEYOND THE AMERICAN COLONIZATION SOCIETY: THE,Beverly Tomek,2017
41 • BEYOND THE AMERICAN COLONIZATION SOCIETY: THE,Kate Masur,2017
42 • THE PRESIDENT,Joanne Freeman,2017
42 • THE PRESIDENT,Kate Elizabeth Brown,2017
42 • THE PRESIDENT,Lindsay M. Chervinsky,2017
42 • THE PRESIDENT,Gautham Rao,2017
42 • THE PRESIDENT,Stephen J. Rockwell,2017
42 • THE PRESIDENT,Joanne Freeman,2017
43 • GENDER POLITICS OF THE FAMILY BUSINESS,Serena Zabin,2017
43 • GENDER POLITICS OF THE FAMILY BUSINESS,Sara Lampert,2017
43 • GENDER POLITICS OF THE FAMILY BUSINESS,Jessica Blake,2017
43 • GENDER POLITICS OF THE FAMILY BUSINESS,Maeve Kane,2017
43 • GENDER POLITICS OF THE FAMILY BUSINESS,Serena Zabin,2017
44 • APPROACHING THE BENCH: OUTSIDERS AND THE,Clara Altman,2017
44 • APPROACHING THE BENCH: OUTSIDERS AND THE,Gregory Ablavsky,2017
44 • APPROACHING THE BENCH: OUTSIDERS AND THE,Anne Twitty,2017
44 • APPROACHING THE BENCH: OUTSIDERS AND THE,Craig Hollander,2017
44 • APPROACHING THE BENCH: OUTSIDERS AND THE,Rachel Shelden,2017
44 • APPROACHING THE BENCH: OUTSIDERS AND THE,Mary Bilder,2017
45 • TEACHING THE EARLY REPUBLIC IN THE AGE OF TRUMP,Annette Gordon-Reed,2017
45 • TEACHING THE EARLY REPUBLIC IN THE AGE OF TRUMP,John Brooke,2017
45 • TEACHING THE EARLY REPUBLIC IN THE AGE OF TRUMP,Erica Armstrong Dunbar,2017
45 • TEACHING THE EARLY REPUBLIC IN THE AGE OF TRUMP,Lori Ginzburg,2017
45 • TEACHING THE EARLY REPUBLIC IN THE AGE OF TRUMP,Amy Greenberg,2017
45 • TEACHING THE EARLY REPUBLIC IN THE AGE OF TRUMP,Rodney Hessinger,2017
45 • TEACHING THE EARLY REPUBLIC IN THE AGE OF TRUMP,John Reeve Huston,2017
46 • PRESIDENTIAL ADDRESS,Craig Thompson Friend,2017
46 • PRESIDENTIAL ADDRESS,Carol Lasser,2017
47 • “GLADLY ,Mitch Kachun,2017
47 • “GLADLY ,Ronald Angelo Johnson,2017
47 • “GLADLY ,Elise Kammerer,2017
47 • “GLADLY ,Julie Winch,2017
47 • “GLADLY ,Larry E. Tise,2017
48 • THE CARIBBEAN AS A SITE OF AMERICAN SELFIMAGINING IN THE EARLY REPUBLIC,Robert G. Parkinson,2017
48 • THE CARIBBEAN AS A SITE OF AMERICAN SELFIMAGINING IN THE EARLY REPUBLIC,Wendy Wong Schirmer,2017
48 • THE CARIBBEAN AS A SITE OF AMERICAN SELFIMAGINING IN THE EARLY REPUBLIC,Vanessa Mongey,2017
48 • THE CARIBBEAN AS A SITE OF AMERICAN SELFIMAGINING IN THE EARLY REPUBLIC,Asaf Almog,2017
48 • THE CARIBBEAN AS A SITE OF AMERICAN SELFIMAGINING IN THE EARLY REPUBLIC,Mixed Commission,2017
48 • THE CARIBBEAN AS A SITE OF AMERICAN SELFIMAGINING IN THE EARLY REPUBLIC,Christa Dierksheide,2017
48 • THE CARIBBEAN AS A SITE OF AMERICAN SELFIMAGINING IN THE EARLY REPUBLIC,Chelsea Stieber,2017
49 • MANHOOD IN BLACK AND WHITE: NEGOTIATING,Bret E. Carroll,2017
49 • MANHOOD IN BLACK AND WHITE: NEGOTIATING,Cathleene B. Hellier,2017
49 • MANHOOD IN BLACK AND WHITE: NEGOTIATING,Antwain Hunter,2017
49 • MANHOOD IN BLACK AND WHITE: NEGOTIATING,Kenneth Marshall,2017
49 • MANHOOD IN BLACK AND WHITE: NEGOTIATING,Andrew Wegmann,2017
49 • MANHOOD IN BLACK AND WHITE: NEGOTIATING,Kristen Foster,2017
49 • MANHOOD IN BLACK AND WHITE: NEGOTIATING,Sergio Lussana,2017
"5 • MURDER, LAND, AND NEGOTIATION: LOOKING FOR",Robert M. Owens,2017
"5 • MURDER, LAND, AND NEGOTIATION: LOOKING FOR",Mississippi Valley,2017
"5 • MURDER, LAND, AND NEGOTIATION: LOOKING FOR",Daniel Papsdorf,2017
"5 • MURDER, LAND, AND NEGOTIATION: LOOKING FOR",Elspeth Martini,2017
"5 • MURDER, LAND, AND NEGOTIATION: LOOKING FOR",Gregory Dowd,2017
"5 • MURDER, LAND, AND NEGOTIATION: LOOKING FOR",Robert M. Owens,2017
"5 • MURDER, LAND, AND NEGOTIATION: LOOKING FOR",David Nichols,2017
"50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",Philip Mead,2017
"50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",Rachel Engl,2017
"50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",Lauren Duval,2017
"50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",Holly Mayer,2017
"50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",T. Cole Jones,2017
"50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",Kevin Butterfield,2017
"50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",Emily Macgillivray,2017
"50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",Kent W. Peacock,2017
"50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",Jeffrey Thomas Perry,2017
"50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",Kevin Butterfield,2017
"50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",Leann Whites,2017
52 • NEW APPROACHES TO WESTERN EXPANSION AND,Rachel St. John,2017
52 • NEW APPROACHES TO WESTERN EXPANSION AND,Western New York,2017
52 • NEW APPROACHES TO WESTERN EXPANSION AND,Elana Krischer,2017
52 • NEW APPROACHES TO WESTERN EXPANSION AND,Daniel J. Burge,2017
52 • NEW APPROACHES TO WESTERN EXPANSION AND,Sean Griffin,2017
52 • NEW APPROACHES TO WESTERN EXPANSION AND,Derek Everett,2017
"53 • THE PUBLIC LANGUAGE OF CLASS IN AMERICA, 1790-",Andrew Schocket,2017
"53 • THE PUBLIC LANGUAGE OF CLASS IN AMERICA, 1790-",Daniel Mandell,2017
"53 • THE PUBLIC LANGUAGE OF CLASS IN AMERICA, 1790-",Robert J. Gamble,2017
"53 • THE PUBLIC LANGUAGE OF CLASS IN AMERICA, 1790-",Jennie Goloboy,2017
54 • INTELLECTUALS IN AN ANTI-INTELLECTUAL AGE: A,Matthew Mason,2017
54 • INTELLECTUALS IN AN ANTI-INTELLECTUAL AGE: A,Nikki Berg Burin,2017
54 • INTELLECTUALS IN AN ANTI-INTELLECTUAL AGE: A,Eric Burin,2017
54 • INTELLECTUALS IN AN ANTI-INTELLECTUAL AGE: A,John Craig Hammond,2017
54 • INTELLECTUALS IN AN ANTI-INTELLECTUAL AGE: A,Stacey Jewell Lewis,2017
"6 • RELIGION, POLITICS, AND CITIZENSHIP IN THE EARLY",Benjamin Park,2017
"6 • RELIGION, POLITICS, AND CITIZENSHIP IN THE EARLY",Sarah Barringer Gordon,2017
"6 • RELIGION, POLITICS, AND CITIZENSHIP IN THE EARLY",Uncertain Age,2017
"6 • RELIGION, POLITICS, AND CITIZENSHIP IN THE EARLY",Adam Jortner,2017
"6 • RELIGION, POLITICS, AND CITIZENSHIP IN THE EARLY",Denise Spellberg,2017
7 • ROUNDTABLE: CROSSING GENDERS AND GENRES IN,Benjamin L. Carp,2017
7 • ROUNDTABLE: CROSSING GENDERS AND GENRES IN,Alex Myers,2017
7 • ROUNDTABLE: CROSSING GENDERS AND GENRES IN,Rachel Hope Cleves,2017
8 • MENTAL ILLNESS AND RACIALIZED MEDICINE IN THE,Terri L. Snyder,2017
8 • MENTAL ILLNESS AND RACIALIZED MEDICINE IN THE,Deirdre Cooper Owens,2017
8 • MENTAL ILLNESS AND RACIALIZED MEDICINE IN THE,Stephen Kenny,2017
8 • MENTAL ILLNESS AND RACIALIZED MEDICINE IN THE,Diane Miller Sommerville,2017
8 • MENTAL ILLNESS AND RACIALIZED MEDICINE IN THE,Sasha Turner,2017
"9 • AVENUES OF COMMUNICATION, KINSHIP, AND",Greg O,2017
"9 • AVENUES OF COMMUNICATION, KINSHIP, AND",Elizabeth N. Ellis,2017
"9 • AVENUES OF COMMUNICATION, KINSHIP, AND",Natalie Inman,2017
"9 • AVENUES OF COMMUNICATION, KINSHIP, AND",Bryan C. Rindfleisch,2017
"9 • AVENUES OF COMMUNICATION, KINSHIP, AND",Jeff Washburn,2017
"9 • AVENUES OF COMMUNICATION, KINSHIP, AND",Gregory Smithers,2017
PLENARY • SEXING IT UP: THE,Carol Lasser,2017
PLENARY • SEXING IT UP: THE,Douglas Egerton,2017
PLENARY • SEXING IT UP: THE,Leigh Fought,2017
PLENARY • SEXING IT UP: THE,Bruce Dorsey,2017
PLENARY • SEXING IT UP: THE,April Haynes,2017
PLENARY • SEXING IT UP: THE,Vanessa Holden,2017
PLENARY • SEXING IT UP: THE,Jen Manion,2017
PLENARY • SEXING IT UP: THE,Jennifer Morgan,2017
10 • BUILDING STATES AND MAKING EMPIRES IN INDIAN,Karim Tiro,2018
10 • BUILDING STATES AND MAKING EMPIRES IN INDIAN,Alexandra Montgomery,2018
10 • BUILDING STATES AND MAKING EMPIRES IN INDIAN,Speculative Philanthropy,2018
10 • BUILDING STATES AND MAKING EMPIRES IN INDIAN,Lori Daggar,2018
10 • BUILDING STATES AND MAKING EMPIRES IN INDIAN,Emilie Connolly,2018
10 • BUILDING STATES AND MAKING EMPIRES IN INDIAN,Gautham Rao,2018
11 • THE ORIGINS OF CELEBRITY IN THE REVOLUTION AND,Charlene Boyer Lewis,2018
11 • THE ORIGINS OF CELEBRITY IN THE REVOLUTION AND,John Dickinson,2018
11 • THE ORIGINS OF CELEBRITY IN THE REVOLUTION AND,Jane Calvert,2018
11 • THE ORIGINS OF CELEBRITY IN THE REVOLUTION AND,David Waldstreicher,2018
11 • THE ORIGINS OF CELEBRITY IN THE REVOLUTION AND,Carolyn Eastman,2018
11 • THE ORIGINS OF CELEBRITY IN THE REVOLUTION AND,Kenneth Cohen,2018
11 • THE ORIGINS OF CELEBRITY IN THE REVOLUTION AND,Charlene Boyer Lewis,2018
"12 • LABOR MARKETS CREATED BY, FOR, AND IN WOMEN",Ellen Hartigan-O,2018
"12 • LABOR MARKETS CREATED BY, FOR, AND IN WOMEN",April Haynes,2018
"12 • LABOR MARKETS CREATED BY, FOR, AND IN WOMEN",Brian Luskey,2018
"12 • LABOR MARKETS CREATED BY, FOR, AND IN WOMEN",Ellen Hartigan-O,2018
"12 • LABOR MARKETS CREATED BY, FOR, AND IN WOMEN",Carol Lasser,2018
13 • THE LANGUAGE OF POLITICS AND THE POLITICS OF,Phillipp Ziesche,2018
13 • THE LANGUAGE OF POLITICS AND THE POLITICS OF,Shira Lurie,2018
13 • THE LANGUAGE OF POLITICS AND THE POLITICS OF,Seth Cotlar,2018
13 • THE LANGUAGE OF POLITICS AND THE POLITICS OF,Matthew Rainbow Hale,2018
13 • THE LANGUAGE OF POLITICS AND THE POLITICS OF,Andrew W. Robertson,2018
14 • REGULATING THE DEAD: CULTURAL VALUES IN,Rodney Hessinger,2018
14 • REGULATING THE DEAD: CULTURAL VALUES IN,Protected Borders,2018
14 • REGULATING THE DEAD: CULTURAL VALUES IN,Kami Fletcher,2018
14 • REGULATING THE DEAD: CULTURAL VALUES IN,Jeffrey Smith,2018
14 • REGULATING THE DEAD: CULTURAL VALUES IN,Richard Veit,2018
14 • REGULATING THE DEAD: CULTURAL VALUES IN,Erik Seeman,2018
15 • AMERICAN SETTLER STATE FORMATION IN THE,Bethel Saler,2018
15 • AMERICAN SETTLER STATE FORMATION IN THE,Ashley Sanders Garcia,2018
15 • AMERICAN SETTLER STATE FORMATION IN THE,Robert Lee,2018
15 • AMERICAN SETTLER STATE FORMATION IN THE,Kent Peacock,2018
15 • AMERICAN SETTLER STATE FORMATION IN THE,Tom Kanon,2018
15 • AMERICAN SETTLER STATE FORMATION IN THE,Graham Peck,2018
16 • STONES AND BONES: NEGOTIATING MEMORY AND,Andrew Schocket,2018
16 • STONES AND BONES: NEGOTIATING MEMORY AND,Early Republican America,2018
16 • STONES AND BONES: NEGOTIATING MEMORY AND,James R. Wils,2018
16 • STONES AND BONES: NEGOTIATING MEMORY AND,Jamie L. Brummitt,2018
16 • STONES AND BONES: NEGOTIATING MEMORY AND,Mark Boonshoft,2018
17 • STATES OF SPECULATION:WESTERN LANDS AND THE,Christopher Clark,2018
17 • STATES OF SPECULATION:WESTERN LANDS AND THE,Franklin Sammons,2018
17 • STATES OF SPECULATION:WESTERN LANDS AND THE,Western Land,2018
17 • STATES OF SPECULATION:WESTERN LANDS AND THE,Susan Stearns,2018
17 • STATES OF SPECULATION:WESTERN LANDS AND THE,Daniel Dupre,2018
17 • STATES OF SPECULATION:WESTERN LANDS AND THE,Daniel Mandell,2018
18 • ROUNDTABLE: TEACHING THE EARLY REPUBLIC IN,Joseph M. Adelman,2018
18 • ROUNDTABLE: TEACHING THE EARLY REPUBLIC IN,Sara Lampert,2018
18 • ROUNDTABLE: TEACHING THE EARLY REPUBLIC IN,Kyle Bulthuis,2018
18 • ROUNDTABLE: TEACHING THE EARLY REPUBLIC IN,Mellick Voltz,2018
18 • ROUNDTABLE: TEACHING THE EARLY REPUBLIC IN,Jenny Hale Pulsipher,2018
19 • THE FORGOTTEN FRENCH IN THE CONTINENTAL,Jay Gitlin,2018
19 • THE FORGOTTEN FRENCH IN THE CONTINENTAL,Illinois Parishes,2018
19 • THE FORGOTTEN FRENCH IN THE CONTINENTAL,Christine Croxall,2018
19 • THE FORGOTTEN FRENCH IN THE CONTINENTAL,Gabrielle Guillerm,2018
19 • THE FORGOTTEN FRENCH IN THE CONTINENTAL,Emory C. Webre,2018
19 • THE FORGOTTEN FRENCH IN THE CONTINENTAL,Catherine Cangany,2018
19 • THE FORGOTTEN FRENCH IN THE CONTINENTAL,Maxime Dagenais,2018
2 • GENDER AND RELIGION IN THE POLITICS OF THE 1830S,Kirsten E. Wood,2018
2 • GENDER AND RELIGION IN THE POLITICS OF THE 1830S,Elizabeth J. Clapp,2018
2 • GENDER AND RELIGION IN THE POLITICS OF THE 1830S,Mark R. Cheathem,2018
2 • GENDER AND RELIGION IN THE POLITICS OF THE 1830S,Jason Duncan,2018
2 • GENDER AND RELIGION IN THE POLITICS OF THE 1830S,Kirsten E. Wood,2018
20 • REVOLUTIONS ACROSS BORDERS: JACKSONIAN,Amy Greenberg,2018
20 • REVOLUTIONS ACROSS BORDERS: JACKSONIAN,American Rapprochement,2018
20 • REVOLUTIONS ACROSS BORDERS: JACKSONIAN,Jason Opal,2018
20 • REVOLUTIONS ACROSS BORDERS: JACKSONIAN,Northern Border,2018
20 • REVOLUTIONS ACROSS BORDERS: JACKSONIAN,Thomas Richards,2018
20 • REVOLUTIONS ACROSS BORDERS: JACKSONIAN,Julien Mauduit,2018
20 • REVOLUTIONS ACROSS BORDERS: JACKSONIAN,Amy Greenberg,2018
"21 • ON THE MOVE AND IN THE MARKET: SLAVERY,",Richard Bell,2018
"21 • ON THE MOVE AND IN THE MARKET: SLAVERY,",Rashauna Johnson,2018
"21 • ON THE MOVE AND IN THE MARKET: SLAVERY,",Enslaved Women,2018
"21 • ON THE MOVE AND IN THE MARKET: SLAVERY,",Justene Hill,2018
"21 • ON THE MOVE AND IN THE MARKET: SLAVERY,",Philip Troutman,2018
"21 • ON THE MOVE AND IN THE MARKET: SLAVERY,",Kate Masur,2018
22 • MORALITY AND MARKETS: REGULATING CAPITALISM,Whitney Martinko,2018
22 • MORALITY AND MARKETS: REGULATING CAPITALISM,Holly Brewer,2018
22 • MORALITY AND MARKETS: REGULATING CAPITALISM,Joseph Slaughter,2018
22 • MORALITY AND MARKETS: REGULATING CAPITALISM,Kirsten Beales,2018
22 • MORALITY AND MARKETS: REGULATING CAPITALISM,Stephen Mihm,2018
22 • MORALITY AND MARKETS: REGULATING CAPITALISM,Jessica Choppin Roney,2018
23 • INTELLECTUAL HISTORY MEETS CULTURAL DIVERSITY,Maureen Konkle,2018
23 • INTELLECTUAL HISTORY MEETS CULTURAL DIVERSITY,Jeff Appelhans,2018
23 • INTELLECTUAL HISTORY MEETS CULTURAL DIVERSITY,Richard Newman,2018
23 • INTELLECTUAL HISTORY MEETS CULTURAL DIVERSITY,Maureen Konkle,2018
24 • LEGAL LEGACIES OF SLAVERY AND FREEDOM IN THE,Chris Magra,2018
24 • LEGAL LEGACIES OF SLAVERY AND FREEDOM IN THE,Derek Litvak,2018
24 • LEGAL LEGACIES OF SLAVERY AND FREEDOM IN THE,Henry Buehner,2018
24 • LEGAL LEGACIES OF SLAVERY AND FREEDOM IN THE,Black Skin,2018
24 • LEGAL LEGACIES OF SLAVERY AND FREEDOM IN THE,Gary Sellick,2018
24 • LEGAL LEGACIES OF SLAVERY AND FREEDOM IN THE,Lee B. Wilson,2018
25 • ROUNDTABLE: TO TRADE OR NOT TO TRADE,Emily Conroy-Krutz,2018
25 • ROUNDTABLE: TO TRADE OR NOT TO TRADE,Caitlin A. Fitz,2018
25 • ROUNDTABLE: TO TRADE OR NOT TO TRADE,Brian Distelberg,2018
25 • ROUNDTABLE: TO TRADE OR NOT TO TRADE,Adina Berk,2018
"26 • METAL, MACHINERY, AND MANPOWER: FREE AND",Frank Byrne,2018
"26 • METAL, MACHINERY, AND MANPOWER: FREE AND",Southern Gold Mining,2018
"26 • METAL, MACHINERY, AND MANPOWER: FREE AND",American Currency,2018
"26 • METAL, MACHINERY, AND MANPOWER: FREE AND",Ann Daly,2018
"26 • METAL, MACHINERY, AND MANPOWER: FREE AND",Virginia Nail-making Industry,2018
"26 • METAL, MACHINERY, AND MANPOWER: FREE AND",Alexi Garrett,2018
"26 • METAL, MACHINERY, AND MANPOWER: FREE AND",Aaron Hall,2018
"26 • METAL, MACHINERY, AND MANPOWER: FREE AND",Ryan Quintana,2018
"26 • METAL, MACHINERY, AND MANPOWER: FREE AND",Eric Kimball,2018
27 • RETHINKING AMERICA: A ROUNDTABLE IN HONOR OF,Andrew Shankman,2018
27 • RETHINKING AMERICA: A ROUNDTABLE IN HONOR OF,Zara Anishanslin,2018
27 • RETHINKING AMERICA: A ROUNDTABLE IN HONOR OF,Daniel Richter,2018
27 • RETHINKING AMERICA: A ROUNDTABLE IN HONOR OF,Alan Taylor,2018
"28 • REVOLUTION, MEMORY, AND IDENTITY",Thomas A. Chambers,2018
"28 • REVOLUTION, MEMORY, AND IDENTITY",National Music,2018
"28 • REVOLUTION, MEMORY, AND IDENTITY",James J. Ashton,2018
"28 • REVOLUTION, MEMORY, AND IDENTITY",Duncan M. Knox,2018
"28 • REVOLUTION, MEMORY, AND IDENTITY",Joshua Steedman,2018
"28 • REVOLUTION, MEMORY, AND IDENTITY",Barbara Oberg,2018
29 • JOHN JAY AND THE CONSTRUCTION OF AMERICA,Todd Estes,2018
29 • JOHN JAY AND THE CONSTRUCTION OF AMERICA,Benjamin Lyons,2018
29 • JOHN JAY AND THE CONSTRUCTION OF AMERICA,Jonathan Den Hartog,2018
29 • JOHN JAY AND THE CONSTRUCTION OF AMERICA,Jennifer Steenshorne,2018
29 • JOHN JAY AND THE CONSTRUCTION OF AMERICA,Samuel Negus,2018
29 • JOHN JAY AND THE CONSTRUCTION OF AMERICA,Todd Estes,2018
"3 • SEVEN WEDDINGS AND A FUNERAL: LIFE, DEATH,",Catherine Denial,2018
"3 • SEVEN WEDDINGS AND A FUNERAL: LIFE, DEATH,",Tom Thumb,2018
"3 • SEVEN WEDDINGS AND A FUNERAL: LIFE, DEATH,",Sarah J. Purcell,2018
"3 • SEVEN WEDDINGS AND A FUNERAL: LIFE, DEATH,",Elizabeth Freeman,2018
"3 • SEVEN WEDDINGS AND A FUNERAL: LIFE, DEATH,",Daniel Kilbride,2018
30 • GRASSROOTS POLITICS IN THE EARLY REPUBLIC,Kyle G. Volk,2018
30 • GRASSROOTS POLITICS IN THE EARLY REPUBLIC,African American Mobility,2018
30 • GRASSROOTS POLITICS IN THE EARLY REPUBLIC,Samantha Seeley,2018
30 • GRASSROOTS POLITICS IN THE EARLY REPUBLIC,John Suval,2018
30 • GRASSROOTS POLITICS IN THE EARLY REPUBLIC,Donald Ratcliffe,2018
30 • GRASSROOTS POLITICS IN THE EARLY REPUBLIC,Reeve Huston,2018
31 • REGENERATING VIOLENCE: ANGLO-INDIAN TRAUMA,Patrick Bottiger,2018
31 • REGENERATING VIOLENCE: ANGLO-INDIAN TRAUMA,Mairin Odle,2018
31 • REGENERATING VIOLENCE: ANGLO-INDIAN TRAUMA,Michael Read,2018
31 • REGENERATING VIOLENCE: ANGLO-INDIAN TRAUMA,Catherine Murray,2018
31 • REGENERATING VIOLENCE: ANGLO-INDIAN TRAUMA,Dawn Peterson,2018
32 • THE INVISIBLE INDIGENOUS MIDWEST: NATIVE,Gregory Evans Dowd,2018
32 • THE INVISIBLE INDIGENOUS MIDWEST: NATIVE,Alexis Smith,2018
32 • THE INVISIBLE INDIGENOUS MIDWEST: NATIVE,Aaron Karl Luedtke,2018
32 • THE INVISIBLE INDIGENOUS MIDWEST: NATIVE,Eastern Great Lakes,2018
32 • THE INVISIBLE INDIGENOUS MIDWEST: NATIVE,Alyssa Zuercher Reichardt,2018
32 • THE INVISIBLE INDIGENOUS MIDWEST: NATIVE,Rob Harper,2018
33 • ROUNDTABLE: NEW INTELLECTUAL HISTORIES OF,Rosemarie Zagarri,2018
33 • ROUNDTABLE: NEW INTELLECTUAL HISTORIES OF,Tom Cutterham,2018
33 • ROUNDTABLE: NEW INTELLECTUAL HISTORIES OF,Sara Georgini,2018
33 • ROUNDTABLE: NEW INTELLECTUAL HISTORIES OF,Sarah Pearsall,2018
34 • SOCIABILITY AND MATERIAL CULTURE IN THE EARLY,Daniel Preston,2018
34 • SOCIABILITY AND MATERIAL CULTURE IN THE EARLY,Kelsey Brow,2018
34 • SOCIABILITY AND MATERIAL CULTURE IN THE EARLY,Amanda Milian,2018
34 • SOCIABILITY AND MATERIAL CULTURE IN THE EARLY,Merry Ellen Scofield,2018
34 • SOCIABILITY AND MATERIAL CULTURE IN THE EARLY,Emily Arendt,2018
35 • NO SAFE SPACE: EARLY AMERICAN FEARS OF MORAL,Marise Bachand,2018
35 • NO SAFE SPACE: EARLY AMERICAN FEARS OF MORAL,Mark Bernhardt,2018
35 • NO SAFE SPACE: EARLY AMERICAN FEARS OF MORAL,Heath Bowen,2018
35 • NO SAFE SPACE: EARLY AMERICAN FEARS OF MORAL,Adam Q. Stauffer,2018
35 • NO SAFE SPACE: EARLY AMERICAN FEARS OF MORAL,Marise Bachand,2018
"36 • LAW, DIPLOMACY, AND THE CULTURE OF SETTLER",Joshua J. Jeffers,2018
"36 • LAW, DIPLOMACY, AND THE CULTURE OF SETTLER",Seneca Sovereignty,2018
"36 • LAW, DIPLOMACY, AND THE CULTURE OF SETTLER",Great Survey,2018
"36 • LAW, DIPLOMACY, AND THE CULTURE OF SETTLER",Elana Krischer,2018
"36 • LAW, DIPLOMACY, AND THE CULTURE OF SETTLER",Zach Isenhower,2018
"36 • LAW, DIPLOMACY, AND THE CULTURE OF SETTLER",Katrina Ponti,2018
"36 • LAW, DIPLOMACY, AND THE CULTURE OF SETTLER",Daniel Belczak,2018
"36 • LAW, DIPLOMACY, AND THE CULTURE OF SETTLER",John Reda,2018
37 • CREATING CITIZENSHIP: ESTABLISHING,James Bratt,2018
37 • CREATING CITIZENSHIP: ESTABLISHING,Idolina Hernandez,2018
37 • CREATING CITIZENSHIP: ESTABLISHING,Brett Palfreyman,2018
37 • CREATING CITIZENSHIP: ESTABLISHING,Creole New Orleans,2018
37 • CREATING CITIZENSHIP: ESTABLISHING,Andrew N. Wegmann,2018
37 • CREATING CITIZENSHIP: ESTABLISHING,James Brett,2018
38 • NEW CONNECTIONS IN ANTISLAVERY POLITICS: THE,Richard J.M. Blackett,2018
38 • NEW CONNECTIONS IN ANTISLAVERY POLITICS: THE,Lawerence Celani,2018
38 • NEW CONNECTIONS IN ANTISLAVERY POLITICS: THE,Nina Halty,2018
38 • NEW CONNECTIONS IN ANTISLAVERY POLITICS: THE,Evan Turiano,2018
38 • NEW CONNECTIONS IN ANTISLAVERY POLITICS: THE,Anne Twitty,2018
39 • MAKING SENSE OF EARLY AMERICAN ENVIRONMENTS,Ann Fabian,2018
39 • MAKING SENSE OF EARLY AMERICAN ENVIRONMENTS,Deirdre Cooper Owens,2018
39 • MAKING SENSE OF EARLY AMERICAN ENVIRONMENTS,Melanie A. Kiechle,2018
39 • MAKING SENSE OF EARLY AMERICAN ENVIRONMENTS,Social Metabolism,2018
39 • MAKING SENSE OF EARLY AMERICAN ENVIRONMENTS,Robert Gioielli,2018
39 • MAKING SENSE OF EARLY AMERICAN ENVIRONMENTS,Ann Fabian,2018
4 • COMPLICATED HISTORIES OF PEOPLE FREE,James E. Seelye,2018
4 • COMPLICATED HISTORIES OF PEOPLE FREE,Margaret E. Newell,2018
4 • COMPLICATED HISTORIES OF PEOPLE FREE,Lucy Eldersveld Murphy,2018
4 • COMPLICATED HISTORIES OF PEOPLE FREE,Joanne Pope Melish,2018
40 • IN RELATION TO WASHINGTON: SOLDIERS AND,Martha J. King,2018
40 • IN RELATION TO WASHINGTON: SOLDIERS AND,Rachel Engl,2018
40 • IN RELATION TO WASHINGTON: SOLDIERS AND,David Head,2018
40 • IN RELATION TO WASHINGTON: SOLDIERS AND,Stephanie Lawton,2018
40 • IN RELATION TO WASHINGTON: SOLDIERS AND,Craig Bruce Smith,2018
41 • THE WORLD OF THE EARLY REPUBLIC,Nicole Phelps,2018
41 • THE WORLD OF THE EARLY REPUBLIC,Brandon Mills,2018
41 • THE WORLD OF THE EARLY REPUBLIC,Dael Norwood,2018
41 • THE WORLD OF THE EARLY REPUBLIC,Maureen Connors Santelli,2018
41 • THE WORLD OF THE EARLY REPUBLIC,Michael Verney,2018
41 • THE WORLD OF THE EARLY REPUBLIC,Nicole Phelps,2018
"42 • SONS, HEROES, AND PROPHETS: EXPRESSIONS OF",Spencer McBride,2018
"42 • SONS, HEROES, AND PROPHETS: EXPRESSIONS OF",Cheryl Coulthard,2018
